epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.123653839637231,1240.9764887736035,6.309356283691963,549.6909898451379
2,6.265825729865532,526.275968377978,5.859144908587614,350.4243710011782
3,5.912038383903084,369.4584866109218,5.632862071225972,279.4608108749543
4,5.676885884482187,292.0385705536462,5.498613606595379,244.35292803407933
5,5.501823837821419,245.13861788212148,5.406823360930656,222.9223179853316
6,5.365873765040349,213.97811962261162,5.340985377653385,208.7182753172213
7,5.253558962018817,191.24569487940857,5.2889544208118995,198.13615003197037
8,5.1628947734356405,174.66935267336535,5.252248248665749,190.99519079879838
9,5.08675903421301,161.86441400592824,5.223150340642304,185.51770841453478
10,5.0254165247365545,152.23365199056744,5.205317218943793,182.23867316002458
11,4.977231513012897,145.07219470259602,5.194084467483973,180.20308546662935
12,4.941416963830695,139.9684393289435,5.183372714354656,178.28309608662255
13,4.915309092381618,136.36145157518683,5.176542079723442,177.06945907062456
14,4.900365545556738,134.33887769044685,5.175456654914872,176.87736775610782
15,4.89197852632978,133.2168865976884,5.173805902761387,176.58562792171043
