epoch,train_loss,train_ppl,val_loss,val_ppl,train_time,val_time
1,7.1157852978994685,1231.250129789972,6.342011293528101,567.9374523344474,34.24,1.2
2,6.336930155809226,565.0590030151047,5.956867735073319,386.39792609435244,34.13,1.16
3,6.01788543774864,410.709206677254,5.742677538872612,311.89841407326867,33.9,1.19
4,5.799768939239826,330.2232494587656,5.601977466725499,270.96169573150877,34.27,1.25
5,5.630362905592479,278.7632640261268,5.513731536938615,248.07510348160787,34.1,1.2
6,5.491275527122846,242.56640965235965,5.447730789455517,232.23058744296642,34.41,1.2
7,5.380205933184846,217.0669721154162,5.405993798174919,222.73746661641462,34.4,1.21
8,5.28863672035217,198.0732120842531,5.372749684230221,215.454485751973,34.71,1.28
9,5.214722577460522,183.960779033397,5.3504279565091455,210.69844834749318,34.33,1.22
10,5.154303156249982,173.1750887247297,5.324419161171982,205.2890859564119,34.36,1.22
11,5.1078171194700595,165.30911070156552,5.3161538147510035,203.59929352442154,34.5,1.19
12,5.073170193381676,159.67974144931097,5.308386178368046,202.02393457316964,34.17,1.22
13,5.049983932544755,156.01995762256922,5.303378437213835,201.01477990347692,34.06,1.16
14,5.0350606680644185,153.70891755148838,5.301113365175598,200.55998221545514,34.11,1.16
15,5.027885544565104,152.6099842906815,5.29969752445204,200.2762221520474,34.45,1.22
