epoch,train_loss,train_ppl,val_loss,val_ppl,train_time,val_time
1,7.200617468355984,1340.258075899514,6.481886893202123,653.2023071755917,36.22,1.48
2,6.467701730621993,644.0019349122665,6.051066334270874,424.565517511996,36.28,1.38
3,6.102703861588742,447.06493905453806,5.7698926070485115,320.5033110025381,36.04,1.36
4,5.8522994597456375,348.0337506665077,5.614735120145059,274.44067576058285,35.8,1.36
5,5.667189110527757,289.2204240954871,5.517127929477517,248.91909636640645,35.82,1.37
6,5.523654821618832,250.54907803108816,5.445064887876304,231.61230805533626,35.48,1.41
7,5.408872927133192,223.37968057141026,5.398454067374729,221.0644012360968,35.83,1.3
8,5.318089106621712,203.99369910391817,5.368611742173754,214.5647895991792,35.14,1.35
9,5.2432552416572875,189.2852698987029,5.328670832630303,206.16376581195524,36.07,1.47
10,5.184123815703115,178.4170550625867,5.312797202341441,202.9170352880056,36.09,1.35
11,5.1385217594551245,170.46359578269667,5.2995247798545995,200.2416285046937,35.85,1.4
12,5.104024010175678,164.68326288228212,5.293020296393149,198.94338691645777,35.65,1.45
13,5.080978458527812,160.9314436608093,5.282845828758256,196.92950631958854,35.77,1.41
14,5.066291423962988,158.58511050025436,5.2841476922770445,197.18604861493338,35.85,1.36
15,5.060013467290496,157.59263865492065,5.283433132815128,197.04519778727666,35.92,1.31
