epoch,train_loss,train_ppl,val_loss,val_ppl,train_time,val_time
1,7.210186041175946,1353.1439844567528,6.496263620873886,662.6610488181625,33.62,1.19
2,6.467449012059537,643.8392042324542,6.041016472977059,420.3200618037857,33.65,1.2
3,6.0958424248059755,444.00793096477804,5.776857514111874,322.74337865321877,33.69,1.19
4,5.844770315143293,345.42319419209866,5.621982597182861,276.43690332531514,33.69,1.2
5,5.663385753388108,288.1225047437718,5.521491563401303,250.0076615021589,33.77,1.15
6,5.5233295836393825,250.46760320526843,5.459056256331788,234.87565732166232,33.81,1.19
7,5.411653896003143,224.00175709606657,5.40267043552585,221.99845791644853,33.93,1.24
8,5.3180830890723385,203.99247156545533,5.358647076255932,212.43734041692431,34.28,1.19
9,5.243541855929845,189.33952953406222,5.338296530126079,208.15781752917093,34.08,1.25
10,5.185914963718141,178.736912787359,5.321506131926596,204.69194301495492,33.88,1.17
11,5.138529177624513,170.46486031521493,5.310156726950052,202.38194460761346,33.83,1.22
12,5.105128610488102,164.8652725713862,5.302942105812869,200.92708997527262,34.12,1.24
13,5.0823926250491525,161.15918851728614,5.296816790446123,199.70010983989368,33.83,1.13
14,5.068107765817991,158.87341702637883,5.294427347310234,199.2235074171551,33.47,1.18
15,5.0612265147317705,157.78392199643287,5.293693929143331,199.07744684582678,33.81,1.19
