epoch,train_loss,train_ppl,val_loss,val_ppl,train_time,val_time
1,7.17887260282276,1311.4289232370857,6.4270570362132835,618.3514815839682,43.6,1.76
2,6.41444876876887,610.6040839922752,5.998872855599373,402.97432715980426,43.88,1.73
3,6.065522900820404,430.74785720170587,5.765039434232596,318.95162140068163,43.28,1.74
4,5.838601565339704,343.29892371363763,5.623396048499268,276.8279096993633,43.89,1.71
5,5.669122583782091,289.78016499774054,5.528251867669685,251.7035151480473,43.04,1.8
6,5.53117343826661,252.43996000102925,5.457372691794308,234.48056167211183,43.26,1.83
7,5.416828091661891,225.16378971472764,5.411817227358224,224.03834659461842,42.85,1.8
8,5.324867614775382,205.38116923274296,5.36704346864807,214.22855704132954,42.99,1.83
9,5.25070331328297,190.70034338933613,5.345991849264262,209.76583754447034,43.06,1.76
10,5.19054030651617,179.5655471613766,5.324515659521937,205.30889697032018,43.69,1.81
11,5.142482085003156,171.14002567326904,5.312012658594769,202.75790042916879,43.71,1.77
12,5.107204993651646,165.20795169106577,5.304422334370157,201.22472822375863,43.58,1.97
13,5.083470990113717,161.33307069339864,5.297138528662979,199.76437133427433,43.03,1.85
14,5.068787049513507,158.9813738107063,5.2951558658659685,199.36869831975886,43.36,1.92
15,5.062045426377682,157.91318600837184,5.294481180800105,199.23423260250823,42.76,1.76
